institutionid,scoredate,scoretype,aspectname,scorevalue,ticker,companyname
103247,2019-09-13,Question,Dual Class Shares,100,ALL,The Allstate Corporation
103247,2019-09-13,Question,ESG Integration into Governance & Strategy,66,ALL,The Allstate Corporation
103247,2019-09-13,Question,Effective Tax Rate,19,ALL,The Allstate Corporation
103247,2019-09-13,Question,Emerging Risks,0,ALL,The Allstate Corporation
103247,2019-09-13,Question,Family Ownership,,ALL,The Allstate Corporation
103247,2019-09-13,Question,Government Ownership,100,ALL,The Allstate Corporation
103247,2019-09-13,Question,IT Security/ Cybersecurity Breaches,100,ALL,The Allstate Corporation
103247,2019-09-13,Question,IT Security/ Cybersecurity Governance,0,ALL,The Allstate Corporation
103247,2019-09-13,Question,IT Security/ Cybersecurity Measures,60,ALL,The Allstate Corporation
103247,2019-09-13,Question,IT Security/ Cybersecurity Process & Infrastructure,8,ALL,The Allstate Corporation
103247,2019-09-13,Question,Integration of ESG Criteria for Asset Owners,65,ALL,The Allstate Corporation
103247,2019-09-13,Question,Integration of ESG Criteria in Asset Management (INS),,ALL,The Allstate Corporation
103247,2019-09-13,Question,Involvement of Stakeholders,20,ALL,The Allstate Corporation
103247,2019-09-13,Question,Largest Contributions & Expenditures,36,ALL,The Allstate Corporation
103247,2019-09-13,Question,Management Ownership,93,ALL,The Allstate Corporation
103247,2019-09-13,Question,Management Ownership Requirements,60,ALL,The Allstate Corporation
103247,2019-09-13,Question,Material Issues for Enterprise Value Creation,75,ALL,The Allstate Corporation
103247,2019-09-13,Question,Materiality Analysis,75,ALL,The Allstate Corporation
103247,2019-09-13,Question,Non-Executive Chairperson/ Lead Director,60,ALL,The Allstate Corporation
103247,2019-09-13,Question,Principles for Sustainable Insurance,0,ALL,The Allstate Corporation
103247,2019-09-13,Question,Privacy Policy: Systems/ Procedures,80,ALL,The Allstate Corporation
103247,2019-09-13,Question,Reporting on breaches,25,ALL,The Allstate Corporation
103247,2019-09-13,Question,Risk Culture,32,ALL,The Allstate Corporation
103247,2019-09-13,Question,Risk Governance,60,ALL,The Allstate Corporation
103247,2019-09-13,Question,Sustainable Insurance Underwriting Policy,0,ALL,The Allstate Corporation
103247,2019-09-13,Question,Sustainable Insurance Underwriting Products & Services,15,ALL,The Allstate Corporation
103247,2019-09-13,Question,Sustainable Investing Products & Services,,ALL,The Allstate Corporation
103247,2019-09-13,Question,Tax Reporting,50,ALL,The Allstate Corporation
103247,2019-09-13,Question,Tax Strategy and Governance,0,ALL,The Allstate Corporation
103247,2019-09-13,Question,Absentee Rate,0,ALL,The Allstate Corporation
103247,2019-09-13,Question,Access to Insurance/ Social Value Added,0,ALL,The Allstate Corporation
103247,2019-09-13,Question,Corporate Citizenship Strategy,100,ALL,The Allstate Corporation
103247,2019-09-13,Question,Employee Development Programs,35,ALL,The Allstate Corporation
103247,2019-09-13,Question,Employee Support Programs,50,ALL,The Allstate Corporation
103247,2019-09-13,Question,Employee Turnover Rate,61,ALL,The Allstate Corporation
103247,2019-09-13,Question,Financial Inclusion Measurement & Impact,85,ALL,The Allstate Corporation
103247,2019-09-13,Question,Freedom of Association,50,ALL,The Allstate Corporation
103247,2019-09-13,Question,Gender Pay Indicators,0,ALL,The Allstate Corporation
103247,2019-09-13,Question,Human Capital Return on Investment,68,ALL,The Allstate Corporation
103247,2019-09-13,Question,Human Rights Assessment,26,ALL,The Allstate Corporation
103247,2019-09-13,Question,Human Rights Commitment,40,ALL,The Allstate Corporation
103247,2019-09-13,Question,Human Rights Due Diligence Process,40,ALL,The Allstate Corporation
103247,2019-09-13,Question,Human Rights Mitigation & Remediation,0,ALL,The Allstate Corporation
103247,2019-09-13,Question,Long-Term Incentives for Employees,0,ALL,The Allstate Corporation
103247,2019-09-13,Question,OHS Governance Oversight,29,ALL,The Allstate Corporation
103247,2019-09-13,Question,Philanthropic Contributions,100,ALL,The Allstate Corporation
103247,2019-09-13,Question,Return on Employee Development Investment,0,ALL,The Allstate Corporation
103247,2019-09-13,Question,Social Reporting - Assurance,0,ALL,The Allstate Corporation
103247,2019-09-13,Question,Social Reporting - Coverage,100,ALL,The Allstate Corporation
103247,2019-09-13,Question,Social Reporting - Quantitative Data,50,ALL,The Allstate Corporation
103247,2019-09-13,Question,Training & Development Inputs,100,ALL,The Allstate Corporation
103247,2019-09-13,Question,Trend of Employee Wellbeing,65,ALL,The Allstate Corporation
103247,2019-09-13,Question,Type of Performance Appraisal,80,ALL,The Allstate Corporation
103247,2019-09-13,Question,Type of Philanthropic Activities,100,ALL,The Allstate Corporation
103247,2019-09-13,Question,Workforce Breakdown: Gender,62,ALL,The Allstate Corporation
103247,2019-09-13,Dimension,Economic Governance Dimension,56,ALL,The Allstate Corporation
103247,2019-09-13,Dimension,Environmental Dimension,59,ALL,The Allstate Corporation
103247,2019-09-13,Dimension,Social Dimension,46,ALL,The Allstate Corporation
103247,2019-09-13,Criteria,Climate Strategy,66,ALL,The Allstate Corporation
103247,2019-09-13,Criteria,Environmental Reporting,53,ALL,The Allstate Corporation
103247,2019-09-13,Criteria,Operational Eco-Efficiency,55,ALL,The Allstate Corporation
103247,2019-09-13,Criteria,Business Ethics,71,ALL,The Allstate Corporation
103247,2019-09-13,Criteria,Corporate Governance,80,ALL,The Allstate Corporation
103247,2019-09-13,Criteria,Customer Relationship Management,100,ALL,The Allstate Corporation
103247,2019-09-13,Criteria,Information Security/ Cybersecurity & System Availability,34,ALL,The Allstate Corporation
103247,2019-09-13,Criteria,Materiality,75,ALL,The Allstate Corporation
103247,2019-09-13,Criteria,Policy Influence,76,ALL,The Allstate Corporation
103247,2019-09-13,Criteria,Principles for Sustainable Insurance,44,ALL,The Allstate Corporation
103247,2019-09-13,Criteria,Privacy Protection,67,ALL,The Allstate Corporation
103247,2019-09-13,Criteria,Risk & Crisis Management,39,ALL,The Allstate Corporation
103247,2019-09-13,Criteria,Sustainable Finance,27,ALL,The Allstate Corporation
103247,2019-09-13,Criteria,Tax Strategy,19,ALL,The Allstate Corporation
103247,2019-09-13,Criteria,Corporate Citizenship & Philanthropy,100,ALL,The Allstate Corporation
103247,2019-09-13,Criteria,Financial Inclusion,26,ALL,The Allstate Corporation
103247,2019-09-13,Criteria,Human Capital Development,49,ALL,The Allstate Corporation
103247,2019-09-13,Criteria,Human Rights,27,ALL,The Allstate Corporation
103247,2019-09-13,Criteria,Labor Practice Indicators,36,ALL,The Allstate Corporation
103247,2019-09-13,Criteria,Occupational Health & Safety,28,ALL,The Allstate Corporation
103247,2019-09-13,Criteria,Social Reporting,50,ALL,The Allstate Corporation
103247,2019-09-13,Criteria,Talent Attraction & Retention,52,ALL,The Allstate Corporation
103247,2020-11-13,S&P Global ESG Score,S&P Global ESG Score,54,ALL,The Allstate Corporation
103247,2020-11-13,Question,Climate Risk Management,100,ALL,The Allstate Corporation
103247,2020-11-13,Question,Climate-Related Management Incentives,60,ALL,The Allstate Corporation
103247,2020-11-13,Question,Direct Greenhouse Gas Emissions (Scope 1),70,ALL,The Allstate Corporation
103247,2020-11-13,Question,Emissions Reduction Targets,80,ALL,The Allstate Corporation
103247,2020-11-13,Question,Emissions from Business Travel,70,ALL,The Allstate Corporation
103247,2020-11-13,Question,Energy Use,70,ALL,The Allstate Corporation
103247,2020-11-13,Question,Environmental Reporting - Coverage,100,ALL,The Allstate Corporation
103247,2020-11-13,Question,Indirect Greenhouse Gas Emissions (Scope 2),74,ALL,The Allstate Corporation
103247,2020-11-13,Question,Indirect Greenhouse Gas Emissions (Scope 3),100,ALL,The Allstate Corporation
103247,2020-11-13,Question,Internal Carbon Pricing,0,ALL,The Allstate Corporation
103247,2020-11-13,Question,Low-Carbon Products,30,ALL,The Allstate Corporation
103247,2020-11-13,Question,Scenario Analysis,100,ALL,The Allstate Corporation
103247,2020-11-13,Question,Sustainability Reporting Assurance,0,ALL,The Allstate Corporation
103247,2020-11-13,Question,Waste Disposal,0,ALL,The Allstate Corporation
103247,2020-11-13,Question,Water Use,19,ALL,The Allstate Corporation
103247,2020-11-13,Question,Anti-Competitive Practices,100,ALL,The Allstate Corporation
103247,2020-11-13,Question,Board Average Tenure,96,ALL,The Allstate Corporation
103247,2020-11-13,Question,Board Diversity Policy,100,ALL,The Allstate Corporation
103247,2020-11-13,Question,Board Effectiveness,76,ALL,The Allstate Corporation
103247,2020-11-13,Question,Board Gender Diversity,58,ALL,The Allstate Corporation
103247,2020-11-13,Question,Board Industry Experience,83,ALL,The Allstate Corporation
103247,2020-11-13,Question,Board Type,100,ALL,The Allstate Corporation
103247,2020-11-13,Question,Breaches of Customer Privacy: Complaints,40,ALL,The Allstate Corporation
103247,2020-11-13,Question,CEO Compensation - Long-Term Performance Alignment,38,ALL,The Allstate Corporation
103247,2020-11-13,Question,CEO Compensation - Success Metrics,100,ALL,The Allstate Corporation
103247,2020-11-13,Question,CEO-to-Employee Pay Ratio,30,ALL,The Allstate Corporation
103247,2020-11-13,Question,Codes of Conduct,100,ALL,The Allstate Corporation
103247,2020-11-13,Question,Codes of Conduct: Coverage,67,ALL,The Allstate Corporation
103247,2020-11-13,Question,Codes of Conduct: Systems/ Procedures,78,ALL,The Allstate Corporation
103247,2020-11-13,Question,Contributions & Other Spending,100,ALL,The Allstate Corporation
103247,2020-11-13,Question,Corruption & Bribery,60,ALL,The Allstate Corporation
103247,2020-11-13,Question,Corruption & Bribery Cases,100,ALL,The Allstate Corporation
103247,2020-11-13,Question,Customer Privacy Information,48,ALL,The Allstate Corporation
103247,2020-11-13,Question,Customer Satisfaction Measurement,100,ALL,The Allstate Corporation
103247,2020-11-13,Question,Dual Class Shares,100,ALL,The Allstate Corporation
103247,2020-11-13,Question,ESG Integration into Governance & Strategy,76,ALL,The Allstate Corporation
103247,2020-11-13,Question,Effective Tax Rate,100,ALL,The Allstate Corporation
103247,2020-11-13,Question,Emerging Risks,0,ALL,The Allstate Corporation
103247,2020-11-13,Question,Family Ownership,,ALL,The Allstate Corporation
103247,2020-11-13,Question,Government Ownership,100,ALL,The Allstate Corporation
103247,2020-11-13,Question,IT Security/ Cybersecurity Breaches,72,ALL,The Allstate Corporation
103247,2020-11-13,Question,IT Security/ Cybersecurity Governance,0,ALL,The Allstate Corporation
103247,2020-11-13,Question,IT Security/ Cybersecurity Measures,60,ALL,The Allstate Corporation
103247,2020-11-13,Question,IT Security/ Cybersecurity Process & Infrastructure,20,ALL,The Allstate Corporation
103247,2020-11-13,Question,Integration of ESG Criteria for Asset Owners,70,ALL,The Allstate Corporation
103247,2020-11-13,Question,Integration of ESG Criteria in Asset Management (INS),,ALL,The Allstate Corporation
103247,2020-11-13,Question,Involvement of Stakeholders,40,ALL,The Allstate Corporation
103247,2020-11-13,Question,Largest Contributions & Expenditures,36,ALL,The Allstate Corporation
103247,2020-11-13,Question,Management Ownership,100,ALL,The Allstate Corporation
103247,2020-11-13,Question,Management Ownership Requirements,60,ALL,The Allstate Corporation
103247,2020-11-13,Question,Material Issues for Enterprise Value Creation,50,ALL,The Allstate Corporation
103247,2020-11-13,Question,Materiality Analysis,50,ALL,The Allstate Corporation
103247,2020-11-13,Question,Non-Executive Chairperson/ Lead Director,60,ALL,The Allstate Corporation
103247,2020-11-13,Question,Principles for Sustainable Insurance,0,ALL,The Allstate Corporation
103247,2020-11-13,Question,Privacy Policy: Systems/ Procedures,71,ALL,The Allstate Corporation
103247,2020-11-13,Question,Reporting on breaches,25,ALL,The Allstate Corporation
103247,2020-11-13,Question,Risk Culture,32,ALL,The Allstate Corporation
103247,2020-11-13,Question,Risk Governance,60,ALL,The Allstate Corporation
103247,2020-11-13,Question,Sustainable Insurance Underwriting Policy,30,ALL,The Allstate Corporation
103247,2020-11-13,Question,Sustainable Insurance Underwriting Products & Services,15,ALL,The Allstate Corporation
103247,2020-11-13,Question,Sustainable Investing Products & Services,,ALL,The Allstate Corporation
103247,2020-11-13,Question,Tax Reporting,30,ALL,The Allstate Corporation
103247,2020-11-13,Question,Tax Strategy and Governance,0,ALL,The Allstate Corporation
103247,2020-11-13,Question,Absentee Rate,35,ALL,The Allstate Corporation
103247,2020-11-13,Question,Access to Insurance/ Social Value Added,0,ALL,The Allstate Corporation
103247,2020-11-13,Question,Corporate Citizenship Strategy,85,ALL,The Allstate Corporation
103247,2020-11-13,Question,Employee Development Programs,35,ALL,The Allstate Corporation
103247,2020-11-13,Question,Employee Support Programs,25,ALL,The Allstate Corporation
103247,2020-11-13,Question,Employee Turnover Rate,60,ALL,The Allstate Corporation
103247,2020-11-13,Question,Financial Inclusion Measurement & Impact,85,ALL,The Allstate Corporation
103247,2020-11-13,Question,Freedom of Association,50,ALL,The Allstate Corporation
103247,2020-11-13,Question,Gender Pay Indicators,0,ALL,The Allstate Corporation
103247,2020-11-13,Question,Human Capital Return on Investment,83,ALL,The Allstate Corporation
103247,2020-11-13,Question,Human Rights Assessment,58,ALL,The Allstate Corporation
103247,2020-11-13,Question,Human Rights Commitment,60,ALL,The Allstate Corporation
103247,2020-11-13,Question,Human Rights Due Diligence Process,20,ALL,The Allstate Corporation
103247,2020-11-13,Question,Human Rights Mitigation & Remediation,0,ALL,The Allstate Corporation
103247,2020-11-13,Question,Long-Term Incentives for Employees,0,ALL,The Allstate Corporation
103247,2020-11-13,Question,OHS Governance Oversight,67,ALL,The Allstate Corporation
103247,2020-11-13,Question,Philanthropic Contributions,80,ALL,The Allstate Corporation
103247,2020-11-13,Question,Return on Employee Development Investment,0,ALL,The Allstate Corporation
103247,2020-11-13,Question,Social Reporting - Assurance,0,ALL,The Allstate Corporation
103247,2020-11-13,Question,Social Reporting - Coverage,67,ALL,The Allstate Corporation
103247,2020-11-13,Question,Training & Development Inputs,75,ALL,The Allstate Corporation
103247,2020-11-13,Question,Trend of Employee Wellbeing,64,ALL,The Allstate Corporation
103247,2020-11-13,Question,Type of Performance Appraisal,80,ALL,The Allstate Corporation
103247,2020-11-13,Question,Type of Philanthropic Activities,100,ALL,The Allstate Corporation
103247,2020-11-13,Question,Workforce Breakdown: Gender,53,ALL,The Allstate Corporation
103247,2020-11-13,Dimension,Economic Governance Dimension,58,ALL,The Allstate Corporation
103247,2020-11-13,Dimension,Environmental Dimension,58,ALL,The Allstate Corporation
103247,2020-11-13,Dimension,Social Dimension,44,ALL,The Allstate Corporation
103247,2020-11-13,Criteria,Climate Strategy,64,ALL,The Allstate Corporation
103247,2020-11-13,Criteria,Environmental Reporting,50,ALL,The Allstate Corporation
103247,2020-11-13,Criteria,Operational Eco-Efficiency,56,ALL,The Allstate Corporation
103247,2020-11-13,Criteria,Business Ethics,80,ALL,The Allstate Corporation
103247,2020-11-13,Criteria,Corporate Governance,80,ALL,The Allstate Corporation
103247,2020-11-13,Criteria,Customer Relationship Management,100,ALL,The Allstate Corporation
103247,2020-11-13,Criteria,Information Security/ Cybersecurity & System Availability,32,ALL,The Allstate Corporation
103247,2020-11-13,Criteria,Materiality,50,ALL,The Allstate Corporation
103247,2020-11-13,Criteria,Policy Influence,76,ALL,The Allstate Corporation
103247,2020-11-13,Criteria,Principles for Sustainable Insurance,54,ALL,The Allstate Corporation
103247,2020-11-13,Criteria,Privacy Protection,53,ALL,The Allstate Corporation
103247,2020-11-13,Criteria,Risk & Crisis Management,39,ALL,The Allstate Corporation
103247,2020-11-13,Criteria,Sustainable Finance,38,ALL,The Allstate Corporation
103247,2020-11-13,Criteria,Tax Strategy,30,ALL,The Allstate Corporation
103247,2020-11-13,Criteria,Corporate Citizenship & Philanthropy,88,ALL,The Allstate Corporation
103247,2020-11-13,Criteria,Financial Inclusion,26,ALL,The Allstate Corporation
103247,2020-11-13,Criteria,Human Capital Development,46,ALL,The Allstate Corporation
103247,2020-11-13,Criteria,Human Rights,35,ALL,The Allstate Corporation
103247,2020-11-13,Criteria,Labor Practice Indicators,33,ALL,The Allstate Corporation
103247,2020-11-13,Criteria,Occupational Health & Safety,43,ALL,The Allstate Corporation
103247,2020-11-13,Criteria,Social Reporting,34,ALL,The Allstate Corporation
103247,2020-11-13,Criteria,Talent Attraction & Retention,51,ALL,The Allstate Corporation
103247,2020-11-13,S&P Global ESG Score,S&P Global ESG Score,53,ALL,The Allstate Corporation
103247,2020-11-13,Question,Climate Risk Management,100,ALL,The Allstate Corporation
103247,2020-11-13,Question,Climate-Related Management Incentives,60,ALL,The Allstate Corporation
103247,2020-11-13,Question,Direct Greenhouse Gas Emissions (Scope 1),70,ALL,The Allstate Corporation
103247,2020-11-13,Question,Emissions Reduction Targets,80,ALL,The Allstate Corporation
103247,2020-11-13,Question,Emissions from Business Travel,70,ALL,The Allstate Corporation
103247,2020-11-13,Question,Energy Use,70,ALL,The Allstate Corporation
103247,2020-11-13,Question,Environmental Reporting - Coverage,100,ALL,The Allstate Corporation
103247,2020-11-13,Question,Indirect Greenhouse Gas Emissions (Scope 2),74,ALL,The Allstate Corporation
103247,2020-11-13,Question,Indirect Greenhouse Gas Emissions (Scope 3),100,ALL,The Allstate Corporation
103247,2020-11-13,Question,Internal Carbon Pricing,0,ALL,The Allstate Corporation
103247,2020-11-13,Question,Low-Carbon Products,30,ALL,The Allstate Corporation
103247,2020-11-13,Question,Scenario Analysis,100,ALL,The Allstate Corporation
103247,2020-11-13,Question,Sustainability Reporting Assurance,0,ALL,The Allstate Corporation
103247,2020-11-13,Question,Waste Disposal,0,ALL,The Allstate Corporation
103247,2020-11-13,Question,Water Use,19,ALL,The Allstate Corporation
103247,2020-11-13,Question,Anti-Competitive Practices,100,ALL,The Allstate Corporation
103247,2020-11-13,Question,Board Average Tenure,96,ALL,The Allstate Corporation
103247,2020-11-13,Question,Board Diversity Policy,100,ALL,The Allstate Corporation
103247,2020-11-13,Question,Board Effectiveness,76,ALL,The Allstate Corporation
103247,2020-11-13,Question,Board Gender Diversity,58,ALL,The Allstate Corporation
103247,2020-11-13,Question,Board Industry Experience,83,ALL,The Allstate Corporation
103247,2020-11-13,Question,Board Type,100,ALL,The Allstate Corporation
103247,2020-11-13,Question,Breaches of Customer Privacy: Complaints,40,ALL,The Allstate Corporation
103247,2020-11-13,Question,CEO Compensation - Long-Term Performance Alignment,38,ALL,The Allstate Corporation
103247,2020-11-13,Question,CEO Compensation - Success Metrics,100,ALL,The Allstate Corporation
103247,2020-11-13,Question,CEO-to-Employee Pay Ratio,30,ALL,The Allstate Corporation
103247,2020-11-13,Question,Codes of Conduct,100,ALL,The Allstate Corporation
103247,2020-11-13,Question,Codes of Conduct: Coverage,67,ALL,The Allstate Corporation
103247,2020-11-13,Question,Codes of Conduct: Systems/ Procedures,78,ALL,The Allstate Corporation
103247,2020-11-13,Question,Contributions & Other Spending,100,ALL,The Allstate Corporation
103247,2020-11-13,Question,Corruption & Bribery,60,ALL,The Allstate Corporation
103247,2020-11-13,Question,Corruption & Bribery Cases,100,ALL,The Allstate Corporation
103247,2020-11-13,Question,Customer Privacy Information,48,ALL,The Allstate Corporation
103247,2020-11-13,Question,Customer Satisfaction Measurement,100,ALL,The Allstate Corporation
103247,2020-11-13,Question,Dual Class Shares,100,ALL,The Allstate Corporation
103247,2020-11-13,Question,ESG Integration into Governance & Strategy,76,ALL,The Allstate Corporation
103247,2020-11-13,Question,Effective Tax Rate,100,ALL,The Allstate Corporation
103247,2020-11-13,Question,Emerging Risks,0,ALL,The Allstate Corporation
103247,2020-11-13,Question,Family Ownership,,ALL,The Allstate Corporation
103247,2020-11-13,Question,Government Ownership,100,ALL,The Allstate Corporation
103247,2020-11-13,Question,IT Security/ Cybersecurity Breaches,72,ALL,The Allstate Corporation
103247,2020-11-13,Question,IT Security/ Cybersecurity Governance,0,ALL,The Allstate Corporation
103247,2020-11-13,Question,IT Security/ Cybersecurity Measures,60,ALL,The Allstate Corporation
103247,2020-11-13,Question,IT Security/ Cybersecurity Process & Infrastructure,20,ALL,The Allstate Corporation
103247,2020-11-13,Question,Integration of ESG Criteria for Asset Owners,70,ALL,The Allstate Corporation
103247,2020-11-13,Question,Integration of ESG Criteria in Asset Management (INS),,ALL,The Allstate Corporation
103247,2020-11-13,Question,Involvement of Stakeholders,40,ALL,The Allstate Corporation
103247,2020-11-13,Question,Largest Contributions & Expenditures,36,ALL,The Allstate Corporation
103247,2020-11-13,Question,Management Ownership,100,ALL,The Allstate Corporation
103247,2020-11-13,Question,Management Ownership Requirements,60,ALL,The Allstate Corporation
103247,2020-11-13,Question,Material Issues for Enterprise Value Creation,50,ALL,The Allstate Corporation
103247,2020-11-13,Question,Materiality Analysis,50,ALL,The Allstate Corporation
103247,2020-11-13,Question,Non-Executive Chairperson/ Lead Director,60,ALL,The Allstate Corporation
103247,2020-11-13,Question,Principles for Sustainable Insurance,0,ALL,The Allstate Corporation
103247,2020-11-13,Question,Privacy Policy: Systems/ Procedures,71,ALL,The Allstate Corporation
103247,2020-11-13,Question,Reporting on breaches,25,ALL,The Allstate Corporation
103247,2020-11-13,Question,Risk Culture,32,ALL,The Allstate Corporation
103247,2020-11-13,Question,Risk Governance,60,ALL,The Allstate Corporation
103247,2020-11-13,Question,Sustainable Insurance Underwriting Policy,30,ALL,The Allstate Corporation
103247,2020-11-13,Question,Sustainable Insurance Underwriting Products & Services,15,ALL,The Allstate Corporation
103247,2020-11-13,Question,Sustainable Investing Products & Services,,ALL,The Allstate Corporation
103247,2020-11-13,Question,Tax Reporting,30,ALL,The Allstate Corporation
103247,2020-11-13,Question,Tax Strategy and Governance,0,ALL,The Allstate Corporation
103247,2020-11-13,Question,Absentee Rate,0,ALL,The Allstate Corporation
103247,2020-11-13,Question,Access to Insurance/ Social Value Added,0,ALL,The Allstate Corporation
103247,2020-11-13,Question,Corporate Citizenship Strategy,85,ALL,The Allstate Corporation
103247,2020-11-13,Question,Employee Development Programs,35,ALL,The Allstate Corporation
103247,2020-11-13,Question,Employee Support Programs,25,ALL,The Allstate Corporation
103247,2020-11-13,Question,Employee Turnover Rate,60,ALL,The Allstate Corporation
103247,2020-11-13,Question,Financial Inclusion Measurement & Impact,85,ALL,The Allstate Corporation
103247,2020-11-13,Question,Freedom of Association,50,ALL,The Allstate Corporation
103247,2020-11-13,Question,Gender Pay Indicators,0,ALL,The Allstate Corporation
103247,2020-11-13,Question,Human Capital Return on Investment,83,ALL,The Allstate Corporation
103247,2020-11-13,Question,Human Rights Assessment,58,ALL,The Allstate Corporation
103247,2020-11-13,Question,Human Rights Commitment,60,ALL,The Allstate Corporation
103247,2020-11-13,Question,Human Rights Due Diligence Process,20,ALL,The Allstate Corporation
103247,2020-11-13,Question,Human Rights Mitigation & Remediation,0,ALL,The Allstate Corporation
103247,2020-11-13,Question,Long-Term Incentives for Employees,0,ALL,The Allstate Corporation
103247,2020-11-13,Question,OHS Governance Oversight,67,ALL,The Allstate Corporation
103247,2020-11-13,Question,Philanthropic Contributions,80,ALL,The Allstate Corporation
103247,2020-11-13,Question,Return on Employee Development Investment,0,ALL,The Allstate Corporation
103247,2020-11-13,Question,Social Reporting - Assurance,0,ALL,The Allstate Corporation
103247,2020-11-13,Question,Social Reporting - Coverage,67,ALL,The Allstate Corporation
103247,2020-11-13,Question,Training & Development Inputs,75,ALL,The Allstate Corporation
103247,2020-11-13,Question,Trend of Employee Wellbeing,64,ALL,The Allstate Corporation
103247,2020-11-13,Question,Type of Performance Appraisal,80,ALL,The Allstate Corporation
103247,2020-11-13,Question,Type of Philanthropic Activities,100,ALL,The Allstate Corporation
103247,2020-11-13,Question,Workforce Breakdown: Gender,53,ALL,The Allstate Corporation
103247,2020-11-13,Dimension,Economic Governance Dimension,58,ALL,The Allstate Corporation
103247,2020-11-13,Dimension,Environmental Dimension,58,ALL,The Allstate Corporation
103247,2020-11-13,Dimension,Social Dimension,43,ALL,The Allstate Corporation
103247,2020-11-13,Criteria,Climate Strategy,64,ALL,The Allstate Corporation
103247,2020-11-13,Criteria,Environmental Reporting,50,ALL,The Allstate Corporation
103247,2020-11-13,Criteria,Operational Eco-Efficiency,56,ALL,The Allstate Corporation
103247,2020-11-13,Criteria,Business Ethics,80,ALL,The Allstate Corporation
103247,2020-11-13,Criteria,Corporate Governance,80,ALL,The Allstate Corporation
103247,2020-11-13,Criteria,Customer Relationship Management,100,ALL,The Allstate Corporation
103247,2020-11-13,Criteria,Information Security/ Cybersecurity & System Availability,32,ALL,The Allstate Corporation
103247,2020-11-13,Criteria,Materiality,50,ALL,The Allstate Corporation
103247,2020-11-13,Criteria,Policy Influence,76,ALL,The Allstate Corporation
103247,2020-11-13,Criteria,Principles for Sustainable Insurance,54,ALL,The Allstate Corporation
103247,2020-11-13,Criteria,Privacy Protection,53,ALL,The Allstate Corporation
103247,2020-11-13,Criteria,Risk & Crisis Management,39,ALL,The Allstate Corporation
103247,2020-11-13,Criteria,Sustainable Finance,38,ALL,The Allstate Corporation
103247,2020-11-13,Criteria,Tax Strategy,30,ALL,The Allstate Corporation
103247,2020-11-13,Criteria,Corporate Citizenship & Philanthropy,88,ALL,The Allstate Corporation
103247,2020-11-13,Criteria,Financial Inclusion,26,ALL,The Allstate Corporation
103247,2020-11-13,Criteria,Human Capital Development,46,ALL,The Allstate Corporation
103247,2020-11-13,Criteria,Human Rights,35,ALL,The Allstate Corporation
103247,2020-11-13,Criteria,Labor Practice Indicators,33,ALL,The Allstate Corporation
103247,2020-11-13,Criteria,Occupational Health & Safety,32,ALL,The Allstate Corporation
103247,2020-11-13,Criteria,Social Reporting,34,ALL,The Allstate Corporation
103247,2020-11-13,Criteria,Talent Attraction & Retention,51,ALL,The Allstate Corporation
103247,2021-11-12,S&P Global ESG Score,S&P Global ESG Score,54,ALL,The Allstate Corporation
103247,2021-11-12,Question,Climate Risk Assessment - Transition Risks,35,ALL,The Allstate Corporation
103247,2021-11-12,Question,Climate Risk Management,100,ALL,The Allstate Corporation
103247,2021-11-12,Question,Climate-Related Management Incentives,36,ALL,The Allstate Corporation
103247,2021-11-12,Question,Climate-Related Scenario Analysis,40,ALL,The Allstate Corporation
103247,2021-11-12,Question,Direct Greenhouse Gas Emissions (Scope 1),70,ALL,The Allstate Corporation
103247,2021-11-12,Question,Emissions Reduction Targets,80,ALL,The Allstate Corporation
103247,2021-11-12,Question,Emissions from Business Travel,70,ALL,The Allstate Corporation
103247,2021-11-12,Question,Energy Use,70,ALL,The Allstate Corporation
103247,2021-11-12,Question,Environmental Reporting - Coverage,100,ALL,The Allstate Corporation
103247,2021-11-12,Question,Indirect Greenhouse Gas Emissions (Scope 2),70,ALL,The Allstate Corporation
103247,2021-11-12,Question,Indirect Greenhouse Gas Emissions (Scope 3),100,ALL,The Allstate Corporation
103247,2021-11-12,Question,Internal Carbon Pricing,0,ALL,The Allstate Corporation
103247,2021-11-12,Question,Low-Carbon Products,30,ALL,The Allstate Corporation
103247,2021-11-12,Question,Physical Climate Risk Adaptation,19,ALL,The Allstate Corporation
103247,2021-11-12,Question,Sustainability Reporting Assurance,0,ALL,The Allstate Corporation
103247,2021-11-12,Question,TCFD Disclosure,100,ALL,The Allstate Corporation
103247,2021-11-12,Question,Waste Disposal,19,ALL,The Allstate Corporation
103247,2021-11-12,Question,Water Use,80,ALL,The Allstate Corporation
103247,2021-11-12,Question,Anti-Competitive Practices,100,ALL,The Allstate Corporation
103247,2021-11-12,Question,Board Average Tenure,100,ALL,The Allstate Corporation
103247,2021-11-12,Question,Board Diversity Policy,100,ALL,The Allstate Corporation
103247,2021-11-12,Question,Board Effectiveness,76,ALL,The Allstate Corporation
103247,2021-11-12,Question,Board Gender Diversity,50,ALL,The Allstate Corporation
103247,2021-11-12,Question,Board Industry Experience,76,ALL,The Allstate Corporation
103247,2021-11-12,Question,Board Type,95,ALL,The Allstate Corporation
103247,2021-11-12,Question,Breaches of Customer Privacy: Complaints,40,ALL,The Allstate Corporation
103247,2021-11-12,Question,CEO Compensation - Long-Term Performance Alignment,38,ALL,The Allstate Corporation
